Study	Study_accession	Sample_type	Sample_group	Eager_label	Secondary_sample_accession	Run_accession	Sample_alias	Host	Country	Age_BP	avg_gc	avg_rl	No_reads_no_human	V22	Full
Fagernaes2020	PRJEB35483	calculus	ancient_calculus	SMD051	ERS4042431		SMD051	Human	Spain	1000	56.75	66.6909835205269	22720685		Calculus - Ancient
Fagernaes2020	PRJEB35483	calculus	ancient_calculus	WIG001	ERS4042435		WIG001	Human	Great Britain	700	56.125	67.2447172896991	21510458		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.G0101	ERS6636085	ERR6178850	CDM041.G0101	Human	Spain	4500	56	48.9361088120373	9592027		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.G0101	ERS6636085	ERR6178851	CDM041.G0101	Human	Spain	4500	56	48.9361088120373	9592027		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.K0101	ERS6636086	ERR6178852	CDM041.K0101	Human	Spain	4500	54	41.8081032127873	9990235		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.K0101	ERS6636086	ERR6178853	CDM041.K0101	Human	Spain	4500	54	41.8081032127873	9990235		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.U0101	ERS6636087	ERR6178854	CDM041.U0101	Human	Spain	4500	46	51.1263881108352	12352760		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.V0101	ERS6636088	ERR6178855	CDM041.V0101	Human	Spain	4500	53	53.6222645123276	10177847		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.Y0101	ERS6636089	ERR6178856	CDM041.Y0101	Human	Spain	4500	58	51.0531712764018	9783064		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM041.Y0101	ERS6636089	ERR6178857	CDM041.Y0101	Human	Spain	4500	58	51.0531712764018	9783064		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.C0101	ERS6636090	ERR6178858	CDM042.C0101	Human	Spain	4500	58	55.5707033067776	10903606		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.C0101	ERS6636090	ERR6178859	CDM042.C0101	Human	Spain	4500	58	55.5707033067776	10903606		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.E0101	ERS6636091	ERR6178860	CDM042.E0101	Human	Spain	4500	54	58.4574963816051	10132255		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.E0101	ERS6636091	ERR6178861	CDM042.E0101	Human	Spain	4500	54	58.4574963816051	10132255		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.G0101	ERS6636092	ERR6178862	CDM042.G0101	Human	Spain	4500	58	55.0275458441031	10360002		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.G0101	ERS6636092	ERR6178863	CDM042.G0101	Human	Spain	4500	58	55.0275458441031	10360002		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.H0101	ERS6636093	ERR6178864	CDM042.H0101	Human	Spain	4500	60	60.7419925611778	11200429		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.H0101	ERS6636093	ERR6178865	CDM042.H0101	Human	Spain	4500	60	60.7419925611778	11200429		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.M0101	ERS6636094	ERR6178866	CDM042.M0101	Human	Spain	4500	57	57.2614591966511	10094294		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.P0101	ERS6636095	ERR6178867	CDM042.P0101	Human	Spain	4500	57	58.7335882301415	10103435		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.Q0101	ERS6636096	ERR6178868	CDM042.Q0101	Human	Spain	4500	58	57.1577831900586	9543317		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.Q0101	ERS6636096	ERR6178869	CDM042.Q0101	Human	Spain	4500	58	57.1577831900586	9543317		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.U0101	ERS6636097	ERR6178870	CDM042.U0101	Human	Spain	4500	59	58.1966947085963	10907238		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.U0101	ERS6636097	ERR6178871	CDM042.U0101	Human	Spain	4500	59	58.1966947085963	10907238		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.W0101	ERS6636098	ERR6178872	CDM042.W0101	Human	Spain	4500	60	56.0797687556535	10811940		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM042.W0101	ERS6636098	ERR6178873	CDM042.W0101	Human	Spain	4500	60	56.0797687556535	10811940		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.L0101	ERS6636099	ERR6178874	CDM043.L0101	Human	Spain	4500	55	60.1563914582646	8522390		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.P0101	ERS6636100	ERR6178875	CDM043.P0101	Human	Spain	4500	54	63.0286404693481	6810468		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.T0101	ERS6636101	ERR6178876	CDM043.T0101	Human	Spain	4500	54	58.6887219520431	8908492		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.U0101	ERS6636102	ERR6178877	CDM043.U0101	Human	Spain	4500	56	59.3350532331145	8828809		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.X0101	ERS6636103	ERR6178878	CDM043.X0101	Human	Spain	4500	55	58.8901521219732	10449378		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.X0101	ERS6636103	ERR6178879	CDM043.X0101	Human	Spain	4500	55	58.8901521219732	10449378		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.Y0101	ERS6636104	ERR6178880	CDM043.Y0101	Human	Spain	4500	55	57.7187694797865	10352077		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM043.Y0101	ERS6636104	ERR6178881	CDM043.Y0101	Human	Spain	4500	55	57.7187694797865	10352077		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.F0101	ERS6636105	ERR6178882	CDM045.F0101	Human	Spain	4500	57	55.1510030475906	9137054		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.F0101	ERS6636105	ERR6178883	CDM045.F0101	Human	Spain	4500	57	55.1510030475906	9137054		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.G0101	ERS6636106	ERR6178884	CDM045.G0101	Human	Spain	4500	57	56.6989430764974	9385069		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.G0101	ERS6636106	ERR6178885	CDM045.G0101	Human	Spain	4500	57	56.6989430764974	9385069		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.H0101	ERS6636107	ERR6178886	CDM045.H0101	Human	Spain	4500	55	58.3455040635976	10924187		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.H0101	ERS6636107	ERR6178887	CDM045.H0101	Human	Spain	4500	55	58.3455040635976	10924187		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.I0101	ERS6636108	ERR6178888	CDM045.I0101	Human	Spain	4500	56	58.3637499002105	10597306		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.I0101	ERS6636108	ERR6178889	CDM045.I0101	Human	Spain	4500	56	58.3637499002105	10597306		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.L0101	ERS6636109	ERR6178890	CDM045.L0101	Human	Spain	4500	57	56.3839429900967	10946870		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.M0101	ERS6636110	ERR6178891	CDM045.M0101	Human	Spain	4500	57	57.0078987925902	11199180		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.Q0101	ERS6636111	ERR6178892	CDM045.Q0101	Human	Spain	4500	56	54.8854625183389	9235850		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.Q0101	ERS6636111	ERR6178893	CDM045.Q0101	Human	Spain	4500	56	54.8854625183389	9235850		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.R0101	ERS6636112	ERR6178894	CDM045.R0101	Human	Spain	4500	57	55.8536962424707	9731288		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM045.S0101	ERS6636113	ERR6178895	CDM045.S0101	Human	Spain	4500	51	62.4378506535887	12473671		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.A0101	ERS6636115	ERR6178897	CDM046.A0101	Human	Spain	4500	53	61.957395664948	10618004		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.A0101	ERS6636115	ERR6178898	CDM046.A0101	Human	Spain	4500	53	61.957395664948	10618004		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.B0101	ERS6636116	ERR6178899	CDM046.B0101	Human	Spain	4500	56	58.6474286621936	7964045		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.B0101	ERS6636116	ERR6178900	CDM046.B0101	Human	Spain	4500	56	58.6474286621936	7964045		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.F0101	ERS6636117	ERR6178901	CDM046.F0101	Human	Spain	4500	53	60.7158397966267	10837999		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.F0101	ERS6636117	ERR6178902	CDM046.F0101	Human	Spain	4500	53	60.7158397966267	10837999		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.G0101	ERS6636118	ERR6178903	CDM046.G0101	Human	Spain	4500	57	54.87527667309	10531382		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.G0101	ERS6636118	ERR6178904	CDM046.G0101	Human	Spain	4500	57	54.87527667309	10531382		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.H0101	ERS6636119	ERR6178905	CDM046.H0101	Human	Spain	4500	55	62.124183703641	10210293		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.H0101	ERS6636119	ERR6178906	CDM046.H0101	Human	Spain	4500	55	62.124183703641	10210293		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.N0101	ERS6636120	ERR6178907	CDM046.N0101	Human	Spain	4500	57	58.6529061326467	8370024		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.N0101	ERS6636120	ERR6178908	CDM046.N0101	Human	Spain	4500	57	58.6529061326467	8370024		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.Q0101	ERS6636121	ERR6178909	CDM046.Q0101	Human	Spain	4500	57	63.1277187602224	11231498		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.V0101	ERS6636122	ERR6178910	CDM046.V0101	Human	Spain	4500	54	62.5731645058312	9991737		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.V0101	ERS6636122	ERR6178911	CDM046.V0101	Human	Spain	4500	54	62.5731645058312	9991737		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.Y0101	ERS6636123	ERR6178912	CDM046.Y0101	Human	Spain	4500	59	49.5213931507947	8348443		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM046.Y0101	ERS6636123	ERR6178913	CDM046.Y0101	Human	Spain	4500	59	49.5213931507947	8348443		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.B0101	ERS6636124	ERR6178914	CDM047.B0101	Human	Spain	4500	57	62.203322461124	11526636		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.B0101	ERS6636124	ERR6178915	CDM047.B0101	Human	Spain	4500	57	62.203322461124	11526636		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.E0101	ERS6636125	ERR6178916	CDM047.E0101	Human	Spain	4500	57	52.6896351809641	9464391		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.E0101	ERS6636125	ERR6178917	CDM047.E0101	Human	Spain	4500	57	52.6896351809641	9464391		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.H0101	ERS6636126	ERR6178918	CDM047.H0101	Human	Spain	4500	58	58.0939620126049	14590524		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.H0101	ERS6636126	ERR6178919	CDM047.H0101	Human	Spain	4500	58	58.0939620126049	14590524		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.S0101	ERS6636127	ERR6178920	CDM047.S0101	Human	Spain	4500	53	66.277714739074	7928110		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM047.V0101	ERS6636128	ERR6178921	CDM047.V0101	Human	Spain	4500	57	65.9203589990102	7959242		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.A0101	ERS6636130	ERR6178923	CDM048.A0101	Human	Spain	4500	51	61.8893081372326	11391551		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.A0101	ERS6636130	ERR6178924	CDM048.A0101	Human	Spain	4500	51	61.8893081372326	11391551		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.D0101	ERS6636131	ERR6178925	CDM048.D0101	Human	Spain	4500	53	63.7110337257752	11316241		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.E0101	ERS6636132	ERR6178926	CDM048.E0101	Human	Spain	4500	54	64.6322767673941	8541035		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.F0101	ERS6636133	ERR6178927	CDM048.F0101	Human	Spain	4500	58	54.3113759295948	11599140		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.I0101	ERS6636134	ERR6178928	CDM048.I0101	Human	Spain	4500	49	57.8746474375752	10487859		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.K0101	ERS6636135	ERR6178929	CDM048.K0101	Human	Spain	4500	59	58.6617038493066	10803608		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.N0101	ERS6636136	ERR6178930	CDM048.N0101	Human	Spain	4500	60	51.4699261885465	9160096		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.O0101	ERS6636137	ERR6178931	CDM048.O0101	Human	Spain	4500	53	62.5575881612944	8852184		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.P0101	ERS6636138	ERR6178932	CDM048.P0101	Human	Spain	4500	55	53.3063760874189	9397597		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.Q0101	ERS6636139	ERR6178933	CDM048.Q0101	Human	Spain	4500	59	54.1213057208799	9561676		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.S0101	ERS6636140	ERR6178934	CDM048.S0101	Human	Spain	4500	54	52.4302964226793	6526896		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.S0101	ERS6636140	ERR6178935	CDM048.S0101	Human	Spain	4500	54	52.4302964226793	6526896		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.V0101	ERS6636141	ERR6178936	CDM048.V0101	Human	Spain	4500	52	55.7821101484299	10196060		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.V0101	ERS6636141	ERR6178937	CDM048.V0101	Human	Spain	4500	52	55.7821101484299	10196060		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.W0101	ERS6636142	ERR6178938	CDM048.W0101	Human	Spain	4500	58	52.0076601504973	9964034		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.W0101	ERS6636142	ERR6178939	CDM048.W0101	Human	Spain	4500	58	52.0076601504973	9964034		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM048.Z0101	ERS6636143	ERR6178940	CDM048.Z0101	Human	Spain	4500	54	61.5291458864847	9888428		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.A0101	ERS6636144	ERR6178941	CDM049.A0101	Human	Spain	4500	61	54.6347357666249	9866827		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.A0101	ERS6636144	ERR6178942	CDM049.A0101	Human	Spain	4500	61	54.6347357666249	9866827		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.D0101	ERS6636145	ERR6178943	CDM049.D0101	Human	Spain	4500	54	59.8090734116609	10282549		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.D0101	ERS6636145	ERR6178944	CDM049.D0101	Human	Spain	4500	54	59.8090734116609	10282549		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.E0101	ERS6636146	ERR6178945	CDM049.E0101	Human	Spain	4500	56	58.5435216379565	8122902		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.F0101	ERS6636147	ERR6178946	CDM049.F0101	Human	Spain	4500	57	54.2767080730786	10028157		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.F0101	ERS6636147	ERR6178947	CDM049.F0101	Human	Spain	4500	57	54.2767080730786	10028157		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.I0101	ERS6636148	ERR6178948	CDM049.I0101	Human	Spain	4500	55	59.3101598546367	8088974		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.K0101	ERS6636149	ERR6178949	CDM049.K0101	Human	Spain	4500	59	53.379982483464	10463256		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.K0101	ERS6636149	ERR6178950	CDM049.K0101	Human	Spain	4500	59	53.379982483464	10463256		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.M0101	ERS6636150	ERR6178951	CDM049.M0101	Human	Spain	4500	57	51.0057870413666	8821779		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.M0101	ERS6636150	ERR6178952	CDM049.M0101	Human	Spain	4500	57	51.0057870413666	8821779		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.P0101	ERS6636151	ERR6178953	CDM049.P0101	Human	Spain	4500	56	46.7339391411526	9602055		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.P0101	ERS6636151	ERR6178954	CDM049.P0101	Human	Spain	4500	56	46.7339391411526	9602055		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.S0101	ERS6636152	ERR6178955	CDM049.S0101	Human	Spain	4500	58	58.5641507501331	10133802		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.W0101	ERS6636153	ERR6178956	CDM049.W0101	Human	Spain	4500	53	42.5695103728051	9949141		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM049.W0101	ERS6636153	ERR6178957	CDM049.W0101	Human	Spain	4500	53	42.5695103728051	9949141		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM050.L0101	ERS6636154	ERR6178958	CDM050.L0101	Human	Spain	4500	55	62.9240401774986	7968739		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM050.V0101	ERS6636155	ERR6178959	CDM050.V0101	Human	Spain	4500	57	58.839044604405	12750781		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM050.X0101	ERS6636156	ERR6178960	CDM050.X0101	Human	Spain	4500	55	59.0979571233288	14996500		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM050.Z0101	ERS6636157	ERR6178961	CDM050.Z0101	Human	Spain	4500	60	62.6751365887195	10388486		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM050.Z0101	ERS6636157	ERR6178962	CDM050.Z0101	Human	Spain	4500	60	62.6751365887195	10388486		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.A0101	ERS6636158	ERR6178963	CDM051.A0101	Human	Spain	4500	58	55.3438045398133	9901024		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.A0101	ERS6636158	ERR6178964	CDM051.A0101	Human	Spain	4500	58	55.3438045398133	9901024		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.D0101	ERS6636159	ERR6178965	CDM051.D0101	Human	Spain	4500	59	53.9596567878568	9584859		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.G0101	ERS6636160	ERR6178966	CDM051.G0101	Human	Spain	4500	59	55.2969545907063	10299962		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.I0101	ERS6636161	ERR6178967	CDM051.I0101	Human	Spain	4500	57	58.1326397193729	9605343		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.M0101	ERS6636162	ERR6178968	CDM051.M0101	Human	Spain	4500	58	59.8117898874089	9952207		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.M0101	ERS6636162	ERR6178969	CDM051.M0101	Human	Spain	4500	58	59.8117898874089	9952207		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.R0101	ERS6636163	ERR6178970	CDM051.R0101	Human	Spain	4500	54	66.5907343431157	11987666		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.R0101	ERS6636163	ERR6178971	CDM051.R0101	Human	Spain	4500	54	66.5907343431157	11987666		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.S0101	ERS6636164	ERR6178972	CDM051.S0101	Human	Spain	4500	55	62.9474417971142	11401969		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.S0101	ERS6636164	ERR6178973	CDM051.S0101	Human	Spain	4500	55	62.9474417971142	11401969		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.U0101	ERS6636165	ERR6178974	CDM051.U0101	Human	Spain	4500	55	60.6988833810433	9802986		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.V0101	ERS6636166	ERR6178975	CDM051.V0101	Human	Spain	4500	57	54.3473335350597	9151011		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.V0101	ERS6636166	ERR6178976	CDM051.V0101	Human	Spain	4500	57	54.3473335350597	9151011		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM051.Z0101	ERS6636167	ERR6178977	CDM051.Z0101	Human	Spain	4500	53	61.2361324493171	10292571		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.F0101	ERS6636168	ERR6178978	CDM052.F0101	Human	Spain	4500	55	60.2494567592254	10746616		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.F0101	ERS6636168	ERR6178979	CDM052.F0101	Human	Spain	4500	55	60.2494567592254	10746616		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.I0101	ERS6636169	ERR6178980	CDM052.I0101	Human	Spain	4500	58	59.2454669000703	9813042		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.I0101	ERS6636169	ERR6178981	CDM052.I0101	Human	Spain	4500	58	59.2454669000703	9813042		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.J0101	ERS6636170	ERR6178982	CDM052.J0101	Human	Spain	4500	52	61.7598855137524	11029447		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.J0101	ERS6636170	ERR6178983	CDM052.J0101	Human	Spain	4500	52	61.7598855137524	11029447		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.K0101	ERS6636171	ERR6178984	CDM052.K0101	Human	Spain	4500	54	58.9057432771735	9926963		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.M0101	ERS6636172	ERR6178985	CDM052.M0101	Human	Spain	4500	60	54.1296806787902	10236683		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.M0101	ERS6636172	ERR6178986	CDM052.M0101	Human	Spain	4500	60	54.1296806787902	10236683		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.N0101	ERS6636173	ERR6178987	CDM052.N0101	Human	Spain	4500	58	62.942796857001	10909453		Calculus - Ancient
Fagernaes2022	PRJEB46022	calculus	ancient_calculus	CDM052.N0101	ERS6636173	ERR6178988	CDM052.N0101	Human	Spain	4500	58	62.942796857001	10909453		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355784	SRS7967589	SRR13355784	Jewbury8826	Human	United Kingdom	800	51	115.472410845064	652684		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355785	SRS7967588	SRR13355785	Jewbury8825	Human	United Kingdom	800	54	106.97637521714	483560		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355786	SRS7967587	SRR13355786	Jewbury8809	Human	United Kingdom	800	50	121.217625896286	600673		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355787	SRS7967586	SRR13355787	Jewbury8818	Human	United Kingdom	800	54	113.40876237878	428354		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355789	SRS7967584	SRR13355789	Jewbury8820	Human	United Kingdom	800	53	87.3503992808805	507287		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355790	SRS7967583	SRR13355790	Jewbury8819	Human	United Kingdom	800	54	87.0517505911871	339571		Calculus - Ancient
Farrer2021	PRJNA688065	calculus	ancient_calculus	SRR13355791	SRS7967582	SRR13355791	Jewbury8816	Human	United Kingdom	800	57	96.2868830674861	1448639		Calculus - Ancient
