Bin,symbol,size,color,fillcol,position
GWHAQNM00000000,2,1,#fea873,1,1
CM_periimplantitis__SP_282SPT_T016_R__bin.47,2,1,#fea873,1,1
ERS12516994.bin.r.25,2,1,#fea873,1,1
GWHAQBH00000000,2,1,#fea873,1,1
GWHAQNY00000000,2,1,#fea873,1,1
CMC032.B.bin.r.38,2,1,#fea873,1,1
ERS12516982.bin.r.3,2,1,#fea873,1,1
CMC038.B.bin.r.87,2,1,#fea873,1,1
ERS12516932.bin.r.17,2,1,#fea873,1,1
GWHAQRT00000000,2,1,#fea873,1,1
CMC018.B.bin.r.5,2,1,#fea873,1,1
GWHAPTX00000000,2,1,#fea873,1,1
GWHAQCT00000000,2,1,#fea873,1,1
ERS12516983.bin.r.3,2,1,#fea873,1,1
HMP_2012__SRS013252__bin.60,2,1,#fea873,1,1
HMP_2012__SRS019125__bin.20,2,1,#fea873,1,1
ERS3774438.bin.r.14,2,1,#fea873,1,1
HMP_2012__SRS024087__bin.3,2,1,#fea873,1,1
ERSX0003003.bin.r.51,2,1,#fea873,1,1
ERS3774422.bin.r.37,2,1,#fea873,1,1
ERS3774391.bin.r.4,2,1,#fea873,1,1
ERS6955113.bin.r.3,2,1,#fea873,1,1
HMP_2012__SRS013252__bin.36,2,1,#fea873,1,1
HMP_2012__SRS063932__bin.71,2,1,#fea873,1,1
CMC038.B.bin.r.29,2,1,#fea873,1,1
ERS3774422.bin.r.38,2,1,#fea873,1,1
ERS2985767.bin.r.3,2,1,#fea873,1,1
GWHAQAZ00000000,2,1,#fea873,1,1
ERS6955144.bin.r.16,2,1,#fea873,1,1
CMC027.B.bin.r.97,2,1,#fea873,1,1
ERS3774422.bin.r.8,2,1,#fea873,1,1
GWHAQGQ00000000,2,1,#fea873,1,1
ERS3774379.bin.r.19,2,1,#fea873,1,1
HMP_2012__SRS050244__bin.89,2,1,#fea873,1,1
GWHAPMV00000000,2,1,#fea873,1,1
GWHAQJA00000000,2,1,#fea873,1,1
ERS12516939.bin.r.36,2,1,#fea873,1,1
ERS12516977.bin.r.36,2,1,#fea873,1,1
CMC023.B.bin.r.1,2,1,#fea873,1,1
HMP_2012__SRS024015__bin.56,2,1,#fea873,1,1
GWHAQKP00000000,2,1,#fea873,1,1
HMP_2012__SRS016746__bin.42,2,1,#fea873,1,1
HMP_2012__SRS047824__bin.58,2,1,#fea873,1,1
MGYG000298654,2,1,#fea873,1,1
GWHAQML00000000,2,1,#fea873,1,1
GWHARUS00000000,2,1,#fea873,1,1
GWHAPNR00000000,2,1,#fea873,1,1
CMC038.B.bin.r.110,2,1,#fea873,1,1
HMP_2012__SRS062544__bin.84,2,1,#fea873,1,1
HMP_2012__SRS020334__bin.42,2,1,#fea873,1,1
HMP_2012__SRS024081__bin.65,2,1,#fea873,1,1
CMC040.B.bin.r.40,2,1,#fea873,1,1
GWHAQGE00000000,2,1,#fea873,1,1
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.3,2,1,#fea873,1,1
GWHAQSL00000000,2,1,#fea873,1,1
GWHAPOB00000000,2,1,#fea873,1,1
GWHAQJD00000000,2,1,#fea873,1,1
HMP_2012__SRS019071__bin.65,2,1,#fea873,1,1
GWHAQCP00000000,2,1,#fea873,1,1
GWHAPVP00000000,2,1,#fea873,1,1
HMP_2012__SRS013879__bin.28,2,1,#fea873,1,1
MGYG000298596,2,1,#fea873,1,1
MGYG000298596,2,1,#fea873,1,1
GWHAPSC00000000,2,1,#fea873,1,1
GWHARWY00000000,2,1,#fea873,1,1
GWHARLS00000000,2,1,#fea873,1,1
GWHAPPU00000000,2,1,#fea873,1,1
GWHAPVF00000000,2,1,#fea873,1,1
ERS12516953.bin.r.27,2,1,#fea873,1,1
HMP_2012__SRS020856__bin.1,2,1,#fea873,1,1
GWHAQBK00000000,2,1,#fea873,1,1
GWHARFJ00000000,2,1,#fea873,1,1
CMC021.B.bin.r.57,2,1,#fea873,1,1
CMC027.B.bin.r.52,2,1,#fea873,1,1
ERS3774422.bin.r.51,2,1,#fea873,1,1
CMC028.B.bin.r.47,2,1,#fea873,1,1
ERSX0002001.bin.r.46,2,1,#fea873,1,1
SRS3078087.bin.r.2,2,1,#fea873,1,1
ERS3636092.bin.r.5,2,1,#fea873,1,1
ERS3636033.bin.r.1,2,1,#fea873,1,1
ERS3774380.bin.r.23,2,1,#fea873,1,1
CMC036.B.bin.r.53,2,1,#fea873,1,1
ERS3774439.bin.r.1,2,1,#fea873,1,1
ERS3774460.bin.r.2,2,1,#fea873,1,1
CM_cf__CF_TNFC004SA_t1M15__bin.20,2,1,#fea873,1,1
GWHAQVU00000000,2,1,#fea873,1,1
HMP_2012__SRS017810__bin.5,2,1,#fea873,1,1
ERS12516954.bin.r.20,2,1,#fea873,1,1
HMP_2012__SRS017687__bin.3,2,1,#fea873,1,1
ERS12516992.bin.r.26,2,1,#fea873,1,1
ERS12516952.bin.r.1,2,1,#fea873,1,1
HMP_2012__SRS015060__bin.3,2,1,#fea873,1,1
ERS12516977.bin.r.8,2,1,#fea873,1,1
HMP_2012__SRS077738__bin.5,2,1,#fea873,1,1
ERS1202884.bin.r.13,2,1,#fea873,1,1
HMP_2012__SRS014473__bin.11,2,1,#fea873,1,1
HMP_2012__SRS019125__bin.7,2,1,#fea873,1,1
ERS1202862.bin.r.2,2,1,#fea873,1,1
HMP_2012__SRS043676__bin.2,2,1,#fea873,1,1
GWHAQID00000000,2,1,#fea873,1,1
HMP_2012__SRS022530__bin.22,2,1,#fea873,1,1
GWHAQLZ00000000,2,1,#fea873,1,1
GWHARKC00000000,2,1,#fea873,1,1
GWHAQEU00000000,2,1,#fea873,1,1
GWHAQNE00000000,2,1,#fea873,1,1
GWHAPNY00000000,2,1,#fea873,1,1
HMP_2012__SRS062878__bin.4,2,1,#fea873,1,1
GWHAQSC00000000,2,1,#fea873,1,1
HMP_2012__SRS062540__bin.17,2,1,#fea873,1,1
HMP_2012__SRS047219__bin.14,2,1,#fea873,1,1
HMP_2012__SRS023958__bin.45,2,1,#fea873,1,1
ERS12516983.bin.r.32,2,1,#fea873,1,1
CM_cf__CF_TNFC038SA_t1M16__bin.18,2,1,#fea873,1,1
ERS3774386.bin.r.7,2,1,#fea873,1,1
ERS3774404.bin.r.2,2,1,#fea873,1,1
ERS6955173.bin.r.2,2,1,#fea873,1,1
ERS6955180.bin.r.7,2,1,#fea873,1,1
ERS1202878.bin.r.7,2,1,#fea873,1,1
CM_cf__CF_TNFC018SA_t5M17__bin.4,2,1,#fea873,1,1
ERS1202878.bin.r.18,2,1,#fea873,1,1
FerrettiP_2018__CA_C10007IS2106SA_t2M15__bin.2,2,1,#fea873,1,1
ERS6205392.bin.r.4,2,1,#fea873,1,1
ERS6955174.bin.r.11,2,1,#fea873,1,1
ERS6955168.bin.r.2,2,1,#fea873,1,1
ERS6955107.bin.r.3,2,1,#fea873,1,1
ERS9656253.bin.r.1,2,1,#fea873,1,1
ERS3636007.bin.r.3,2,1,#fea873,1,1
ERS9656260.bin.r.2,2,1,#fea873,1,1
ERS6955113.bin.r.2,2,1,#fea873,1,1
ERS6955113.bin.r.11,2,1,#fea873,1,1
ERS9656253.bin.r.2,2,1,#fea873,1,1
ERS6955113.bin.r.1,2,1,#fea873,1,1
ERS6955169.bin.r.7,2,1,#fea873,1,1
ERS9656264.bin.r.3,2,1,#fea873,1,1
ERS9656260.bin.r.4,2,1,#fea873,1,1
ERS6955167.bin.r.8,2,1,#fea873,1,1
ERS6955167.bin.r.11,2,1,#fea873,1,1
ERS6955174.bin.r.2,2,1,#fea873,1,1
ERS6955165.bin.r.16,2,1,#fea873,1,1
ERS1202878.bin.r.8,2,1,#fea873,1,1
ERS6955114.bin.r.14,2,1,#fea873,1,1
ERS6955176.bin.r.1,2,1,#fea873,1,1
ERS6955113.bin.r.5,2,1,#fea873,1,1
ERS6955165.bin.r.20,2,1,#fea873,1,1
ERS6955167.bin.r.4,2,1,#fea873,1,1
ERS6955170.bin.r.12,2,1,#fea873,1,1
ERS3774394.bin.r.2,2,1,#fea873,1,1
ERS3774393.bin.r.3,2,1,#fea873,1,1
ERS12516962.bin.r.77,2,1,#fea873,1,1
ERS6955144.bin.r.20,2,1,#fea873,1,1
ERS6955135.bin.r.11,2,1,#fea873,1,1
GWHARJF00000000,2,1,#fea873,1,1
ERS12516951.bin.r.7,2,1,#fea873,1,1
MGYG000298394,2,1,#fea873,1,1
MGYG000298394,2,1,#fea873,1,1
FerrettiP_2018__CA_C10034IS2588SA_t2M15__bin.2,2,1,#fea873,1,1
GWHARKV00000000,2,1,#fea873,1,1
GWHAQWB00000000,2,1,#fea873,1,1
GWHARJL00000000,2,1,#fea873,1,1
GWHAQMI00000000,2,1,#fea873,1,1
HMP_2012__SRS016501__bin.8,2,1,#fea873,1,1
ERS12516992.bin.r.16,2,1,#fea873,1,1
GWHAQEW00000000,2,1,#fea873,1,1
ERS12516963.bin.r.37,2,1,#fea873,1,1
HMP_2012__SRS047210__bin.32,2,1,#fea873,1,1
ERS12516973.bin.r.11,2,1,#fea873,1,1
GWHAQNG00000000,2,1,#fea873,1,1
GWHAQZK00000000,2,1,#fea873,1,1
ERS12516966.bin.r.18,2,1,#fea873,1,1
ERS12516933.bin.r.21,2,1,#fea873,1,1
HMP_2012__SRS019587__bin.16,2,1,#fea873,1,1
MGYG000298979,2,1,#fea873,1,1
MGYG000298979,2,1,#fea873,1,1
MGYG000298393,2,1,#fea873,1,1
GWHARFG00000000,2,1,#fea873,1,1
CMC032.B.bin.r.15,2,1,#fea873,1,1
CMC040.B.bin.r.17,2,1,#fea873,1,1
HMP_2012__SRS019029__bin.48,2,1,#fea873,1,1
GWHARAB00000000,2,1,#fea873,1,1
MGYG000298942,2,1,#fea873,1,1
GWHARHL00000000,2,1,#fea873,1,1
GWHAPWG00000000,2,1,#fea873,1,1
HMP_2012__SRS020222__bin.1,2,1,#fea873,1,1
HMP_2012__SRS013825__bin.1,2,1,#fea873,1,1
GWHAQPZ00000000,2,1,#fea873,1,1
CMC027.B.bin.r.28,2,1,#fea873,1,1
ERS3395772.bin.r.19,2,1,#fea873,1,1
CMC038.A.bin.r.11,2,1,#fea873,1,1
GWHAROQ00000000,2,1,#fea873,1,1
MGYG000298621,2,1,#fea873,1,1
GWHARSO00000000,2,1,#fea873,1,1
MGYG000298568,2,1,#fea873,1,1
MGYG000298568,2,1,#fea873,1,1
GWHARQT00000000,2,1,#fea873,1,1
GWHAPTV00000000,2,1,#fea873,1,1
GWHARWN00000000,2,1,#fea873,1,1
GWHAREO00000000,2,1,#fea873,1,1
GWHARLE00000000,2,1,#fea873,1,1
GWHAQXC00000000,2,1,#fea873,1,1
GWHARSF00000000,2,1,#fea873,1,1
GWHARNR00000000,2,1,#fea873,1,1
GWHAQUS00000000,2,1,#fea873,1,1
HMP_2012__SRS011310__bin.14,2,1,#fea873,1,1
ERS12516957.bin.r.8,2,1,#fea873,1,1
GWHAPXI00000000,2,1,#fea873,1,1
HMP_2012__SRS055378__bin.20,2,1,#fea873,1,1
HMP_2012__SRS024377__bin.4,2,1,#fea873,1,1
HMP_2012__SRS017441__bin.3,2,1,#fea873,1,1
HMP_2012__SRS051116__bin.7,2,1,#fea873,1,1
FerrettiP_2018__CA_C10009IS2142SA_t2M15__bin.1,2,1,#fea873,1,1
HMP_2012__SRS017080__bin.9,2,1,#fea873,1,1
HMP_2012__SRS024557__bin.1,2,1,#fea873,1,1
HMP_2012__SRS012281__bin.2,2,1,#fea873,1,1
HMP_2012__SRS013239__bin.3,2,1,#fea873,1,1
CMC028.B.bin.r.76,2,1,#fea873,1,1
GWHAQVG00000000,2,1,#fea873,1,1
GWHARLA00000000,2,1,#fea873,1,1
ERS12516952.bin.r.25,2,1,#fea873,1,1
HMP_2012__SRS014472__bin.5,2,1,#fea873,1,1
BritoIL_2016__WL.9.SA__bin.1,2,1,#fea873,1,1
GWHAPTW00000000,2,1,#fea873,1,1
GWHAQVK00000000,2,1,#fea873,1,1
GWHARRC00000000,2,1,#fea873,1,1
GWHAQWN00000000,2,1,#fea873,1,1
GWHARNA00000000,2,1,#fea873,1,1
GWHAPXM00000000,2,1,#fea873,1,1
GWHARAK00000000,2,1,#fea873,1,1
GWHAQVV00000000,2,1,#fea873,1,1
ERS12516993.bin.r.16,2,1,#fea873,1,1
GWHARRB00000000,2,1,#fea873,1,1
ERS12516986.bin.r.14,2,1,#fea873,1,1
GWHARCT00000000,2,1,#fea873,1,1
GWHARXI00000000,2,1,#fea873,1,1
HMP_2012__SRS022721__bin.5,2,1,#fea873,1,1
GWHARIX00000000,2,1,#fea873,1,1
GWHARTF00000000,2,1,#fea873,1,1
GWHAQYN00000000,2,1,#fea873,1,1
GWHARSH00000000,2,1,#fea873,1,1
HMP_2012__SRS016039__bin.11,2,1,#fea873,1,1
GWHAQEJ00000000,2,1,#fea873,1,1
BritoIL_2016__WL.32.SA__bin.5,2,1,#fea873,1,1
GWHAPLZ00000000,2,1,#fea873,1,1
GWHAQOM00000000,2,1,#fea873,1,1
GWHAQDZ00000000,2,1,#fea873,1,1
ERS12516984.bin.r.4,2,1,#fea873,1,1
HMP_2012__SRS015745__bin.13,2,1,#fea873,1,1
GWHARDI00000000,2,1,#fea873,1,1
SRS740679.bin.r.1,2,1,#fea873,1,1
GWHAQGZ00000000,2,1,#fea873,1,1
GWHAQXU00000000,2,1,#fea873,1,1
GWHARPV00000000,2,1,#fea873,1,1
GWHARQM00000000,2,1,#fea873,1,1
GWHAQZB00000000,2,1,#fea873,1,1
GWHAQTA00000000,2,1,#fea873,1,1
GWHAQPL00000000,2,1,#fea873,1,1
BritoIL_2016__M1.48.SA__bin.4,2,1,#fea873,1,1
HMP_2012__SRS022602__bin.6,2,1,#fea873,1,1
GWHAPQP00000000,2,1,#fea873,1,1
GWHAQEM00000000,2,1,#fea873,1,1
GWHAQTN00000000,2,1,#fea873,1,1
GWHAQXX00000000,2,1,#fea873,1,1
BritoIL_2016__M1.25.SA__bin.1,2,1,#fea873,1,1
GWHAQUH00000000,2,1,#fea873,1,1
GWHAQDM00000000,2,1,#fea873,1,1
GWHARFM00000000,2,1,#fea873,1,1
GWHARDO00000000,2,1,#fea873,1,1
GWHAQRK00000000,2,1,#fea873,1,1
GWHAQZH00000000,2,1,#fea873,1,1
GWHARFX00000000,2,1,#fea873,1,1
GWHARVE00000000,2,1,#fea873,1,1
BritoIL_2016__W1.22.SA__bin.1,2,1,#fea873,1,1
GWHAQZZ00000000,2,1,#fea873,1,1
ERS12516988.bin.r.40,2,1,#fea873,1,1
GWHAQAU00000000,2,1,#fea873,1,1
GWHARME00000000,2,1,#fea873,1,1
GWHARXA00000000,2,1,#fea873,1,1
ERS3395769.bin.r.28,2,1,#fea873,1,1
GWHARGT00000000,2,1,#fea873,1,1
GWHAQDK00000000,2,1,#fea873,1,1
GWHARMM00000000,2,1,#fea873,1,1
GWHARAQ00000000,2,1,#fea873,1,1
GWHARCA00000000,2,1,#fea873,1,1
GWHARQW00000000,2,1,#fea873,1,1
GWHARLJ00000000,2,1,#fea873,1,1
CMC012.B.bin.r.3,2,1,#fea873,1,1
GWHARUB00000000,2,1,#fea873,1,1
GWHARGJ00000000,2,1,#fea873,1,1
GWHAQZY00000000,2,1,#fea873,1,1
GWHARHR00000000,2,1,#fea873,1,1
HMP_2012__SRS052604__bin.11,2,1,#fea873,1,1
GWHAQEN00000000,2,1,#fea873,1,1
GWHAPUZ00000000,2,1,#fea873,1,1
GWHAROZ00000000,2,1,#fea873,1,1
CMC009.B.bin.r.33,2,1,#fea873,1,1
GWHAPYL00000000,2,1,#fea873,1,1
GWHARQN00000000,2,1,#fea873,1,1
FerrettiP_2018__CA_C10002IS2024SA_t2M15__bin.4,2,1,#fea873,1,1
GWHAQAR00000000,2,1,#fea873,1,1
ERS12516975.bin.r.16,2,1,#fea873,1,1
ERS12516976.bin.r.19,2,1,#fea873,1,1
CMC046.B.bin.r.1,2,1,#fea873,1,1
GWHARAD00000000,2,1,#fea873,1,1
GWHAQDJ00000000,2,1,#fea873,1,1
GWHAQOD00000000,2,1,#fea873,1,1
CM_periimplantitis__SP_502SPT_T016__bin.2,2,1,#fea873,1,1
GWHARMY00000000,2,1,#fea873,1,1
HMP_2012__SRS046686__bin.7,2,1,#fea873,1,1
MGYG000298605,2,1,#fea873,1,1
MGYG000298605,2,1,#fea873,1,1
HMP_2012__SRS015040__bin.5,2,1,#fea873,1,1
GWHARIN00000000,2,1,#fea873,1,1
HMP_2012__SRS024447__bin.10,2,1,#fea873,1,1
CM_periimplantitis__SP_384SPT_T016__bin.11,2,1,#fea873,1,1
HMP_2012__SRS047634__bin.84,2,1,#fea873,1,1
MGYG000299064,2,1,#fea873,1,1
CMC034.B.bin.r.22,2,1,#fea873,1,1
CMC038.B.bin.r.22,2,1,#fea873,1,1
MGYG000298101,2,1,#fea873,1,1
MGYG000298101,2,1,#fea873,1,1
GWHARFQ00000000,2,1,#fea873,1,1
CMC013.B.bin.r.15,2,1,#fea873,1,1
CMC022.B.bin.r.65,2,1,#fea873,1,1
GWHAQDS00000000,2,1,#fea873,1,1
HMP_2012__SRS044366__bin.7,2,1,#fea873,1,1
ERS3774488.bin.r.28,2,1,#fea873,1,1
MGYG000298055,2,1,#fea873,1,1
CM_periimplantitis__SP_105SPI_T016__bin.4,2,1,#fea873,1,1
GWHAQXH00000000,2,1,#fea873,1,1
GWHAQFJ00000000,2,1,#fea873,1,1
GWHAQKT00000000,2,1,#fea873,1,1
HMP_2012__SRS022725__bin.31,2,1,#fea873,1,1
MGYG000298972,2,1,#fea873,1,1
HMP_2012__SRS015395__bin.2,2,1,#fea873,1,1
MGYG000298052,2,1,#fea873,1,1
MGYG000298052,2,1,#fea873,1,1
CM_cf__CF_TNFC038SA_t1M16__bin.13,2,1,#fea873,1,1
GWHAQAG00000000,2,1,#fea873,1,1
GWHAQVD00000000,2,1,#fea873,1,1
GWHARJT00000000,2,1,#fea873,1,1
GWHAPMX00000000,2,1,#fea873,1,1
GWHAQEZ00000000,2,1,#fea873,1,1
GWHARUE00000000,2,1,#fea873,1,1
GWHARSA00000000,2,1,#fea873,1,1
GWHARXU00000000,2,1,#fea873,1,1
FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.7,2,1,#fea873,1,1
GWHAQDA00000000,2,1,#fea873,1,1
GWHAQKU00000000,2,1,#fea873,1,1
CMC001.B.bin.r.25,2,1,#fea873,1,1
CMC020.B.bin.r.17,2,1,#fea873,1,1
GWHARVC00000000,2,1,#fea873,1,1
ERS3774382.bin.r.3,2,1,#fea873,1,1
ERS12516951.bin.r.22,2,1,#fea873,1,1
CMC021.B.bin.r.10,2,1,#fea873,1,1
CMC006.B.bin.r.7,2,1,#fea873,1,1
HMP_2012__SRS053917__bin.24,2,1,#fea873,1,1
HMP_2012__SRS015044__bin.28,2,1,#fea873,1,1
ERS11702788.bin.r.4,2,1,#fea873,1,1
CMC036.B.bin.r.44,2,1,#fea873,1,1
CMC040.B.bin.r.41,2,1,#fea873,1,1
CMC015.B.bin.r.11,2,1,#fea873,1,1
CMC036.B.bin.r.49,2,1,#fea873,1,1
ERS2985756.bin.r.11,2,1,#fea873,1,1
CMC040.B.bin.r.55,2,1,#fea873,1,1
ERS2985767.bin.r.10,2,1,#fea873,1,1
HMP_2012__SRS043755__bin.20,2,1,#fea873,1,1
CMC011.B.bin.r.20,2,1,#fea873,1,1
HMP_2012__SRS019333__bin.18,2,1,#fea873,1,1
HMP_2012__SRS053584__bin.20,2,1,#fea873,1,1
HMP_2012__SRS047113__bin.70,2,1,#fea873,1,1
HMP_2012__SRS063932__bin.76,2,1,#fea873,1,1
HMP_2012__SRS014690__bin.5,2,1,#fea873,1,1
HMP_2012__SRS022149__bin.25,2,1,#fea873,1,1
ERS9656261.bin.r.3,2,1,#fea873,1,1
ERS4545906.bin.r.2,2,1,#fea873,1,1
GWHARTZ00000000,2,1,#fea873,1,1
MGYG000299058,2,1,#fea873,1,1
CMC009.A.bin.r.22,2,1,#fea873,1,1
ERS6256729.bin.r.4,2,1,#fea873,1,1
ERS6205403.bin.r.4,2,1,#fea873,1,1
ERS11702743.bin.r.1,2,1,#fea873,1,1
HMP_2012__SRS016200__bin.6,2,1,#fea873,1,1
SRS7212793.bin.r.6,2,1,#fea873,1,1
ERS6256721.bin.r.5,2,1,#fea873,1,1
HMP_2012__SRS042984__bin.36,2,1,#fea873,1,1
HMP_2012__SRS015985__bin.7,2,1,#fea873,1,1
HMP_2012__SRS018573__bin.39,2,1,#fea873,1,1
ERS6256693.bin.r.14,2,1,#fea873,1,1
ERS6955150.bin.r.3,2,1,#fea873,1,1
ERS3774398.bin.r.5,2,1,#fea873,1,1
ERS6955127.bin.r.2,2,1,#fea873,1,1
SEQF3473.1,2,1,#fea873,1,1
HMP_2012__SRS019974__bin.30,2,1,#fea873,1,1
HMP_2012__SRS013818__bin.34,2,1,#fea873,1,1
ERS12516994.bin.r.41,2,1,#fea873,1,1
GWHARTL00000000,2,1,#fea873,1,1
HMP_2012__SRS018439__bin.27,2,1,#fea873,1,1
GWHAQII00000000,2,1,#fea873,1,1
GWHAPRW00000000,2,1,#fea873,1,1
ERS12516937.bin.r.11,2,1,#fea873,1,1
ERS12516939.bin.r.20,2,1,#fea873,1,1
MGYG000298946,2,1,#fea873,1,1
GWHAQAF00000000,2,1,#fea873,1,1
CMC025.B.bin.r.42,2,1,#fea873,1,1
ERS12516966.bin.r.9,2,1,#fea873,1,1
ERS4545917.bin.r.3,2,1,#fea873,1,1
ERS12516947.bin.r.21,2,1,#fea873,1,1
ERS4545914.bin.r.1,2,1,#fea873,1,1
CMC023.B.bin.r.3,2,1,#fea873,1,1
ERS3774398.bin.r.4,2,1,#fea873,1,1
ERS12516951.bin.r.4,2,1,#fea873,1,1
MGYG000298200,2,1,#fea873,1,1
MGYG000298200,2,1,#fea873,1,1
CM_periimplantitis__SP_283SPI_T016__bin.17,2,1,#fea873,1,1
ERS6955135.bin.r.21,2,1,#fea873,1,1
GWHAPRK00000000,2,1,#fea873,1,1
GWHAQFR00000000,2,1,#fea873,1,1
GWHARDQ00000000,2,1,#fea873,1,1
GWHARYD00000000,2,1,#fea873,1,1
GWHAPWS00000000,2,1,#fea873,1,1
BritoIL_2016__WL.44.SA__bin.51,2,1,#fea873,1,1
GWHAPWT00000000,2,1,#fea873,1,1
HMP_2012__SRS015040__bin.9,2,1,#fea873,1,1
HMP_2012__SRS019976__bin.3,2,1,#fea873,1,1
ERS12516970.bin.r.63,2,1,#fea873,1,1
ERS12516957.bin.r.6,2,1,#fea873,1,1
ERS12516948.bin.r.19,2,1,#fea873,1,1
ERS12516954.bin.r.27,2,1,#fea873,1,1
GWHAQGT00000000,2,1,#fea873,1,1
MGYG000299027,2,1,#fea873,1,1
GWHARIF00000000,2,1,#fea873,1,1
GWHAPMG00000000,2,1,#fea873,1,1
GWHAQBM00000000,2,1,#fea873,1,1
SRS740679.bin.r.3,2,1,#fea873,1,1
GWHARHB00000000,2,1,#fea873,1,1
HMP_2012__SRS056622__bin.18,2,1,#fea873,1,1
GWHARAF00000000,2,1,#fea873,1,1
ERS12516935.bin.r.18,2,1,#fea873,1,1
GWHAQIB00000000,2,1,#fea873,1,1
GWHAQFH00000000,2,1,#fea873,1,1
ERS12516934.bin.r.5,2,1,#fea873,1,1
ERS12516947.bin.r.6,2,1,#fea873,1,1
GWHAQRC00000000,2,1,#fea873,1,1
GWHAQJM00000000,2,1,#fea873,1,1
CMC022.B.bin.r.63,2,1,#fea873,1,1
CM_cf__CF_TNFC041SA_t1M15__bin.12,2,1,#fea873,1,1
HMP_2012__SRS024277__bin.34,2,1,#fea873,1,1
ERS3395765.bin.r.2,2,1,#fea873,1,1
ERS12516983.bin.r.19,2,1,#fea873,1,1
HMP_2012__SRS017227__bin.22,2,1,#fea873,1,1
GWHARAN00000000,2,1,#fea873,1,1
GWHAPPV00000000,2,1,#fea873,1,1
HMP_2012__SRS017076__bin.30,2,1,#fea873,1,1
HMP_2012__SRS017120__bin.3,2,1,#fea873,1,1
GWHAQYW00000000,2,1,#fea873,1,1
GWHAQOZ00000000,2,1,#fea873,1,1
ERS12516987.bin.r.24,2,1,#fea873,1,1
GWHAQJR00000000,2,1,#fea873,1,1
ERS12516986.bin.r.4,2,1,#fea873,1,1
GWHARVJ00000000,2,1,#fea873,1,1
GWHARAH00000000,2,1,#fea873,1,1
GWHAQOH00000000,2,1,#fea873,1,1
GWHARXG00000000,2,1,#fea873,1,1
ERS1202868.bin.r.19,2,1,#fea873,1,1
GWHAQYG00000000,2,1,#fea873,1,1
GWHAQYT00000000,2,1,#fea873,1,1
MGYG000298620,2,1,#fea873,1,1
GWHARVK00000000,2,1,#fea873,1,1
GWHARNH00000000,2,1,#fea873,1,1
GWHARTA00000000,2,1,#fea873,1,1
GWHAPNC00000000,2,1,#fea873,1,1
GWHAQKL00000000,2,1,#fea873,1,1
GWHAQJZ00000000,2,1,#fea873,1,1
GWHAQUU00000000,2,1,#fea873,1,1
GWHAQSA00000000,2,1,#fea873,1,1
GWHAQYX00000000,2,1,#fea873,1,1
GWHAQWI00000000,2,1,#fea873,1,1
GWHARNI00000000,2,1,#fea873,1,1
HMP_2012__SRS042131__bin.51,2,1,#fea873,1,1
GWHARIO00000000,2,1,#fea873,1,1
GWHARCI00000000,2,1,#fea873,1,1
GWHARPF00000000,2,1,#fea873,1,1
GWHAQIL00000000,2,1,#fea873,1,1
ERS12516990.bin.r.42,2,1,#fea873,1,1
GWHAPYZ00000000,2,1,#fea873,1,1
GWHAQPO00000000,2,1,#fea873,1,1
GWHARJE00000000,2,1,#fea873,1,1
GWHAPNG00000000,2,1,#fea873,1,1
HMP_2012__SRS015395__bin.19,2,1,#fea873,1,1
MGYG000298879,2,1,#fea873,1,1
MGYG000298879,2,1,#fea873,1,1
ERS12516976.bin.r.51,2,1,#fea873,1,1
GWHARJJ00000000,2,1,#fea873,1,1
GWHAQUF00000000,2,1,#fea873,1,1
ERS12516939.bin.r.40,2,1,#fea873,1,1
FerrettiP_2018__CA_C10052MS2903SA_t0M16__bin.1,2,1,#fea873,1,1
GWHARNK00000000,2,1,#fea873,1,1
GWHAQSQ00000000,2,1,#fea873,1,1
ERS6955143.bin.r.1,2,1,#fea873,1,1
CM_periimplantitis__SP_242SPT_T016_R__bin.17,2,1,#fea873,1,1
ERS3774438.bin.r.4,2,1,#fea873,1,1
CMC001.B.bin.r.38,2,1,#fea873,1,1
CMC002.B.bin.r.15,2,1,#fea873,1,1
ERS12516970.bin.r.40,2,1,#fea873,1,1
CMC013.B.bin.r.42,2,1,#fea873,1,1
SRS3078109.bin.r.3,2,1,#fea873,1,1
ERS12516973.bin.r.48,2,1,#fea873,1,1
ERS12516990.bin.r.59,2,1,#fea873,1,1
MGYG000298741,2,1,#fea873,1,1
ERS3395768.bin.r.21,2,1,#fea873,1,1
MGYG000298150,2,1,#fea873,1,1
CMC022.B.bin.r.86,2,1,#fea873,1,1
ERS12516938.bin.r.5,2,1,#fea873,1,1
ERS12516970.bin.r.99,2,1,#fea873,1,1
GWHAQAQ00000000,2,1,#fea873,1,1
ERS12516938.bin.r.12,2,1,#fea873,1,1
HMP_2012__SRS016541__bin.2,2,1,#fea873,1,1
GWHAQPD00000000,2,1,#fea873,1,1
CMC018.B.bin.r.75,2,1,#fea873,1,1
CMC016.B.bin.r.29,2,1,#fea873,1,1
CMC016.B.bin.r.38,2,1,#fea873,1,1
ERSX0003002.bin.r.29,2,1,#fea873,1,1
ERS6955167.bin.r.1,2,1,#fea873,1,1
ERS6955167.bin.r.13,2,1,#fea873,1,1
ERS12516970.bin.r.107,2,1,#fea873,1,1
CMC004.B.bin.r.49,2,1,#fea873,1,1
