Bin	Base	mean_damage	Study	primary_cluster	SampleID	library_treatment	library_polymerase
SRS6212660.bin.r.2	1	0.054133514986376	Eisenhofer2020	3192	SRS6212660	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212660.bin.r.2	2	0.034291553133515	Eisenhofer2020	3192	SRS6212660	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212660.bin.r.2	3	0.0269318801089918	Eisenhofer2020	3192	SRS6212660	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212660.bin.r.2	4	0.0222207084468665	Eisenhofer2020	3192	SRS6212660	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212660.bin.r.2	5	0.0191062670299728	Eisenhofer2020	3192	SRS6212660	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	0	0.086189111747851	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	1	0.0561174785100287	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	2	0.0324699140401146	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	3	0.0283696275071633	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	4	0.0248796561604585	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
SRS6212663.bin.r.6	5	0.0217679083094556	Eisenhofer2020	3192	SRS6212663	Proof-reading enzyme	Platinum Taq DNA-Polymerase High Fidelity
