Species	CMC001.B.deep.homd_mags	CMC002.B.deep.homd_mags	CMC003.B.deep.homd_mags	CMC004.B.deep.homd_mags	CMC005.B.deep.homd_mags	CMC006.B.deep.homd_mags	CMC007.B.deep.homd_mags	CMC008.B.deep.homd_mags	CMC009.A.deep.homd_mags	CMC009.B.deep.homd_mags	CMC010.B.deep.homd_mags	CMC011.B.deep.homd_mags	CMC012.B.deep.homd_mags	CMC013.B.deep.homd_mags	CMC015.B.deep.homd_mags	CMC016.B.deep.homd_mags	CMC017.B.deep.homd_mags	CMC018.B.deep.homd_mags	CMC020.B.deep.homd_mags	CMC021.B.deep.homd_mags	CMC022.B.deep.homd_mags	CMC023.A.deep.homd_mags	CMC023.B.deep.homd_mags	CMC024.B.deep.homd_mags	CMC025.B.deep.homd_mags	CMC026.B.deep.homd_mags	CMC027.B.deep.homd_mags	CMC028.B.deep.homd_mags	CMC029.B.deep.homd_mags	CMC030.B.deep.homd_mags	CMC031.B.deep.homd_mags	CMC032.B.deep.homd_mags	CMC033.B.deep.homd_mags	CMC034.B.deep.homd_mags	CMC035.B.deep.homd_mags	CMC036.B.deep.homd_mags	CMC037.B.deep.homd_mags	CMC038.A.deep.homd_mags	CMC038.B.deep.homd_mags	CMC039.B.deep.homd_mags	CMC040.B.deep.homd_mags	CMC042.B.deep.homd_mags	CMC043.B.deep.homd_mags	CMC045.B.deep.homd_mags	CMC046.B.deep.homd_mags
Streptococcus pr_cl_2434	110	94	581	163	105	150	214	284	555	213	325	223	113	402	98	370	753	94	154	86	403	484	193	373	75	79	774	1036	209	61	14	39	8	20	39	45	24	119	559	64	248	95	70	452	34
Streptococcus pr_cl_2445	111	156	243	176	246	153	285	226	1230	216	225	155	100	97	59	280	551	58	158	113	253	686	135	276	116	123	566	931	285	52	7	9	9	13	25	77	14	217	1371	100	441	108	123	328	64
Streptococcus pr_cl_2232	113	40	390	76	173	159	115	620	516	117	393	184	176	522	48	377	212	36	197	114	198	245	79	208	470	88	150	261	218	19	18	151	18	4	87	83	198	120	102	99	188	77	55	124	8
Streptococcus pr_cl_2315	113	81	193	76	74	14	121	61	787	339	565	18	8	62	17	264	35	0	30	351	61	18	25	43	256	63	34	98	36	6	5	8612	2	22	13	41	24	8	207	63	42	186	345	178	1
Streptococcus pr_cl_2432	113	139	171	218	139	229	176	114	884	151	196	302	118	107	90	578	448	81	174	131	1011	469	197	246	274	174	589	807	462	51	5	13	11	16	30	66	86	187	441	102	338	141	124	263	19
Streptococcus pr_cl_2392	115	278	239	264	125	319	158	139	1016	215	353	2581	198	74	155	642	1966	914	118	152	2348	940	150	937	445	252	2417	9669	232	179	11	27	47	21	72	64	118	472	7174	141	1409	465	112	1934	17
Streptococcus pr_cl_2196	138	64	16	510	159	69	90	51	104	555	228	8340	302	126	350	689	362	129	137	3759	425	242	572	645	249	281	290	1094	1502	49	2	2	12	10	125	47	48	381	2283	47	46	208	44	163	85
Streptococcus pr_cl_2400	141	367	3788	101	88	1386	99	275	2346	148	84	206	99	38	62	394	299	126	51	145	64832	587	128	2090	62	46	378	1043	119	180	12	39	6	4	251	60	37	507	480	74	157	160	293	473	5
Streptococcus pr_cl_2227	142	16	168	17	70	47	30	74	158	17	67	111	6	48	16	273	46	29	22	34	139	78	47	106	91	10	196	76	73	8	6	10	0	4	8	20	11	103	54	14	57	49	9	102	14
Streptococcus pr_cl_2471	145	351	1142	1429	465	397	1444	1292	1909	2469	563	850	384	782	140	328	769	160	76	208	3566	1548	371	5906	576	591	517	1587	484	90	319	302	40	18	1379	365	77	7219	2624	145	397	155	232	901	90
Streptococcus pr_cl_2481	156	153	1367	105	407	117	220	135	282	183	378	470	810	84	51	219	275	26	48	215	2188	236	85	1985	198	47	160	778	94	41	82	22	28	0	2768	41	40	820	381	46	209	206	41	559	20
Streptococcus pr_cl_2446	162	72	67	83	59	113	178	148	1755	287	646	135	73	108	127	279	347	17	133	76	46	351	79	446	134	55	263	228	167	24	92	149	10	1	16	72	32	110	1206	130	150	92	40	211	52
Streptococcus pr_cl_2233	180	9	299	58	30	242	67	1577	353	199	297	151	55	250	28	71	47	12	154	37	158	151	88	114	281	35	68	201	122	8	14	52	12	4	58	56	91	71	409	29	98	32	13	69	6
Streptococcus pr_cl_2225	191	8	76	11	33	21	8	24	60	17	30	153	9	19	13	49	12	5	36	8	65	46	12	15	39	1	174	112	11	4	3	13	0	1	7	1	10	16	47	12	14	11	10	45	3
Streptococcus pr_cl_2403	193	113	136	392	552	265	527	235	949	680	706	327	183	601	286	511	487	113	147	342	450	798	480	504	415	232	776	1088	867	60	16	12	30	2	40	67	120	179	1756	125	362	294	140	412	86
Streptococcus pr_cl_2412	194	1158	1046	271	430	312	827	1200	5901	478	326	861	157	328	281	1019	385	65	219	417	615	481	353	526	328	152	641	661	374	106	30	859	51	3	95	93	195	371	950	147	257	273	227	689	37
Streptococcus pr_cl_2425	197	239	242	237	102	577	205	285	551	203	219	146	274	85	453	1547	2056	36	277	222	237	576	345	343	247	158	1241	192	395	94	10	5	26	57	59	44	46	144	568	81	399	208	161	399	44
Streptococcus pr_cl_2397	205	501	9327	157	326	1308	480	769	6731	725	470	214	220	283	114	959	532	167	178	343	5377	1003	409	2164	162	164	918	486	495	286	79	248	19	25	236	112	110	688	1496	152	369	537	657	876	41
Streptococcus pr_cl_2162	205	530	220	237	1512	211	820	236	1263	820	1204	2129	402	2566	409	829	517	193	523	475	527	386	857	734	7571	420	1099	2139	528	136	179	596	65	38	175	207	1988	972	1221	188	237	454	976	388	58
Streptococcus pr_cl_2438	221	126	256	351	423	171	361	182	1909	463	280	243	184	169	124	587	878	56	261	235	130	682	408	351	202	219	869	856	526	30	8	62	32	17	44	88	52	310	233	269	435	171	230	467	56
Streptococcus pr_cl_2405	234	1538	282	487	545	330	666	447	5464	675	761	391	432	195	465	1993	550	129	357	743	502	420	832	534	698	313	1611	923	768	298	19	53419	62	29	69	146	830	151	459	317	1146	930	312	612	49
Streptococcus pr_cl_2482	237	160	772	627	554	100	1004	129	989	228	1227	720	534	217	472	395	560	41	282	467	1825	673	418	417	1413	398	749	377	206	378	152	14	22	55	499	218	1393	249	311	117	176	1234	536	219	433
Streptococcus pr_cl_2356	249	1018	1528	819	513	298	481	743	2522	1057	862	636	221	256	747	1255	866	115	294	369	592	1094	557	770	737	234	1114	499	743	156	11	1993	31	19	201	133	284	342	4558	127	470	485	2552	882	146
Streptococcus pr_cl_2499	250	503	65	795	1027	274	910	261	255	1987	1057	647	84	1530	178	704	514	103	46	284	508	98	742	603	663	157	964	403	2451	217	44	4	31	69	128	54	49	97	308	440	26	585	1574	291	105
Streptococcus pr_cl_2393	251	425	141	910	642	843	637	505	811	896	730	273	212	404	251	2271	957	60	898	417	386	311	613	526	542	240	2837	399	1836	107	67	61	30	5173	256	185	103	155	515	245	1860	663	584	566	118
Streptococcus pr_cl_2396	253	701	309	551	268	763	216	303	940	273	329	454	329	207	1513	2090	1272	64	417	618	510	560	544	493	376	267	1533	680	1069	355	12	12	36	80	124	66	135	217	955	109	992	720	832	860	142
Streptococcus pr_cl_2226	254	6	170	21	22	51	26	137	188	35	103	194	47	114	22	53	34	2	30	33	36	62	20	56	107	13	164	83	43	5	2	75	3	0	19	7	14	480	491	23	35	2	6	72	7
Streptococcus pr_cl_2402	257	2622	598	793	960	506	971	672	5010	1049	1385	743	579	413	1103	2027	1410	180	510	860	923	662	1634	942	1246	343	1963	1688	1817	292	19	120	111	31	115	224	554	326	1691	387	696	1323	660	1000	167
Streptococcus pr_cl_2209	260	1360	142	763	285	233	356	96	300	102	3795	798	1554	4880	214	2661	1513	188	18964	2414	251	377	139	815	6020	69	633	412	285	78	2	22	128	15	63	38	267	91	585	100	417	338	196	287	34
Streptococcus pr_cl_2500	277	460	913	897	1214	73989	888	9651	249	1860	1896	513	95	2892	167	963	3064	647	86	318	1236	7842	637	2344	408	255	1078	1269	1552	243	52	3	59	67	154	106	65	1237	1966	588	147	665	934	1261	607
Streptococcus pr_cl_2444	279	52	200	272	309	139	340	291	933	190	324	304	193	74	98	693	751	75	212	237	216	604	235	389	277	107	1120	525	335	50	9	10	27	7	46	165	49	157	857	124	248	193	147	310	26
Streptococcus pr_cl_2391	280	235	203	492	167	288	373	163	818	530	996	4545	314	119	303	1612	3704	1350	319	474	3916	1803	498	1417	651	348	3211	177872	486	254	16	21	98	18	123	67	231	869	24489	296	2466	922	126	2792	27
Streptococcus pr_cl_2449	282	232	141	3877	6926	408	42390	1111	6868	106872	90291	447	620	4419	1643	815	1126	91	727	1883	230	595	2914	1654	3201	938	1006	528	5690	196	40	20	23	14	50	291	194	221	1137	468	856	733	7494	565	542
Streptococcus pr_cl_2448	296	325	195	3038	7677	433	3205	765	3178	5237	4539	580	1280	122389	1418	680	1077	80	1032	1445	197	750	3260	3936	4759	1153	1379	647	4529	194	32	22	452	46	168	318	233	251	380	859	888	849	637	612	466
Streptococcus pr_cl_2426	302	666	306	901	237	359	553	192	901	777	1546	5041	437	149	671	1550	4287	1747	329	782	5626	2240	480	2522	813	652	5128	24495	716	413	28	13	77	17	172	83	381	10779	734568	341	3060	1545	191	4580	54
Streptococcus pr_cl_2501	307	485	649	238	1394	725	592	358	798	708	1143	6173	335	583	613	1201	2189	12147	1212	479	2950	10322	449	6384	360	303	2759	7176	1281	455	130	23	195	220	171	354	199	30496	39322	511	1188	1436	5114	7767	173
Streptococcus pr_cl_2431	324	290	432	404	551	554	550	405	3227	557	529	506	331	354	629	1331	1463	140	461	332	1081	1173	654	900	666	316	1341	1493	574	201	19	91	51	43	105	111	91	362	1508	218	620	356	453	1317	95
Streptococcus pr_cl_2458	325	255	691	385	177	439	1407	834	1178	1839	918	762	132	243	122	737	1813	201	75	293	1772	1286	183	1185	224	170	846	999	512	565	325	91	24	9	186	173	325	998	1142	175	426	296	4704	426	32
Streptococcus pr_cl_2486	337	316	1479	148	959	51	510	110	1213	222	467	424	89	91	70	255	147	19	188	325	858	119	233	299	476	117	132	122	355	43	33	30	45	2	152	287	149	449	177	49	74	285	164	102	18
Streptococcus pr_cl_2214	345	141	1072	210	244	301	177	897	1424	550	348	384	192	339	132	620	222	95	229	156	282	314	162	744	316	76	674	585	238	62	27	222	21	13	130	44	96	498	1411	120	260	135	184	315	56
Streptococcus pr_cl_2198	346	567	647	1588	7065	158	11352	269	8903	734	381	1760	1016	7704	218	2111	595	376	317	905	968	742	1445	1144	2581	691	1113	1695	654	155	19	29	85	33	3102	1846	39510	898	4757	179	1639	366	243	877	399
Streptococcus pr_cl_2451	346	317	294	13149	6031	492	3430	639	3442	5484	4548	454	2262	3202	6797	1671	1580	120	724	6650	1034	2126	1876	1677	2825	2175	3143	1466	3490	344	64	95	120	91	79	280	324	268	248	681	1610	660	912	1144	25812
Streptococcus pr_cl_2450	347	1430	268	1350	1813	387	1329	707	1479	1315	1255	635	33917	1370	686	1677	1217	90	540	833	2429	1015	1322	1502	1352	657	1418	1852	3070	263	31	29	49	16	58	338	261	442	3139	489	878	634	421	765	240
Streptococcus pr_cl_2427	360	614	476	644	368	634	477	274	1221	491	1339	5862	480	232	492	1746	5115	1957	502	549	5702	2204	466	2073	1155	565	8514	22718	573	390	31	47	80	9	212	107	227	1206	21682	440	3555	1325	257	6971	59
Streptococcus pr_cl_2210	362	398	4776	228	44	783	42	402	484	51	171	1119	12	43	5	76	159	100	30	17	411	393	24	2022	74	26	383	93	54	17	9	42	7	2	41	27	6	1819	808	264	535	19	23	317	16
Streptococcus pr_cl_2490	382	39	185	1085	55	293	241	142	61	34	338	526153	110	58	45	3252	3253	1063	97	4196	11359	1325	94	6678	32	2735	2566	33728	2717	2356	21	2	7	9	1352	71	5	4280	25978	226	1858	821	30	434	113
Streptococcus pr_cl_2430	399	221	665	602	401	354	562	443	1509	519	673	485	341	313	259	1039	1383	158	579	432	684	1602	314	652	252	212	1638	1510	662	87	22	84	29	23	59	99	108	584	2178	325	698	387	189	897	122
Streptococcus pr_cl_2428	406	183	2135	389	493	701	639	484	1415	703	746	578	180	258	205	893	1475	152	327	312	587	4933	484	987	453	182	993	1650	615	99	33	43	34	8	92	135	42	1256	2507	456	567	456	984	778	104
Streptococcus pr_cl_2447	421	571	565	6172	9110	1044	6809	2600	3469	9068	7989	590	2381	7721	1881	1898	1816	81	1356	1995	316	1448	3278	3820	4151	1634	2268	765	13434	301	75	83	99	176	115	1142	252	438	712	2507	3220	1326	1166	920	930
Streptococcus pr_cl_2484	423	490	1705	221	697	122	822	560	872	1392	1369	286	74	211	72	719	169	7	334	217	357	132	235	239	301	123	314	90	471	38	5	69	6	0	43	2345	301	345	54	132	41	343	157	190	19
Streptococcus pr_cl_2394	453	691	357	801	2164	1638	973	529	990	2712	3759	1375	306	2139	658	3667	1033	132	1281	819	960	638	1367	896	4211	531	5982	1367	3023	280	92	7	78	107	143	247	59	790	1436	765	115351	1514	945	1757	737
Streptococcus pr_cl_2363	462	1027	1652	639	392	252	573	255	5512	1042	784	589	291	321	280	919	589	138	261	354	930	833	487	994	578	270	794	988	833	145	17	3609	43	18	151	157	219	318	1452	155	648	336	305	660	65
Streptococcus pr_cl_2429	469	284	3477	516	399	1545	446	714	1999	518	727	621	350	233	240	3216	2087	178	453	276	917	12429	402	1729	364	258	1595	1150	597	94	21	18	34	32	160	225	143	1771	2167	848	784	277	238	718	161
Streptococcus pr_cl_2435	479	603	590	387	394	483	515	471	1705	604	682	502	356	144	173	1411	1115	116	405	774	457	1675	265	810	309	187	1279	787	601	120	547	8	27	30	24	89	65	502	1229	253	712	215	206	794	153
Streptococcus pr_cl_2492	496	691	496	714	2758	840	1461	542	1006	3844	2864	2474	172	3073	458	2025	1459	403	282	740	2263	274	2090	2038	2155	393	2053	1527	4570	558	204	11	115	77	155	205	173	795	1789	1043	520	1404	2391	1237	326
Streptococcus pr_cl_2443	509	113	330	462	434	275	788	599	1222	477	679	415	325	213	304	1289	1262	129	390	377	341	1247	276	476	347	241	1253	767	538	71	18	57	48	16	57	197	98	279	2201	337	582	233	194	692	116
Streptococcus pr_cl_2406	513	2821	1275	911	1694	766	1157	704	11089	1055	1467	942	1068	644	1053	13504	2401	231	870	1968	1116	1361	3720	1286	1430	586	3530	1321	1432	1453	13	1117	135	67	194	324	1215	425	2355	685	753	1981	1766	1120	81
Streptococcus pr_cl_2459	533	2663	624	1570	345	245	937	1333	2313	2005	628	709	258	765	305	64	388	32	45	87	431	1238	137	735	966	118	283	368	384	86	260	855	49	11	155	264	41	2650	316	120	2050	74	379	1584	157
Streptococcus pr_cl_2433	536	358	146	619	346	119	347	230	2046	470	573	673	303	152	230	892	980	140	265	241	566	751	219	649	268	179	1309	1454	431	90	12	77	24	20	42	126	91	195	1657	252	706	284	216	701	58
Streptococcus pr_cl_2453	545	1710	186	904	594	322	1388	278	1415	1137	1272	635	1005	536	947	3036	1129	204	595	1587	584	709	1191	796	1559	193	62543	1932	4130	428	46	68	109	26	77	201	761	141	500	475	481	1678	633	705	49
Streptococcus pr_cl_2496	557	857	218	843	3719	521	1574	555	465	4038	2433	2298	197	2841	450	1993	1223	299	672	843	1038	365	1854	1315	2492	296	1649	906	5374	362	132	40	131	250	198	141	182	596	971	723	204	1359	3952	639	273
Streptococcus pr_cl_2498	574	992	195	953	5489	811	2109	533	574	5998	8654	1124	471	5882	476	1942	2066	369	182	769	912	459	1908	1471	4472	3751	3031	1150	5454	718	147	12	214	204	180	132	536	453	920	2690	164250	2337	2798	3117	1202
Streptococcus pr_cl_2437	644	531	603	510	423	479	718	551	4972	1002	934	414	335	311	311	1472	1643	131	659	378	548	1571	586	683	433	418	1845	942	597	123	20	42	37	45	115	295	151	371	404	281	882	407	367	1027	103
Streptococcus pr_cl_2189	669	813	2872	332	313	529	494	1327	5449	769	1511	222	323	427	45	522	294	80	522	185	2962	367	203	965	433	55	894	465	533	102	925	21963	38	19	1042	108	141	2725	1715	200	312	306	276	4013	59
Streptococcus pr_cl_2411	719	5240	7384	1284	1371	1651	2686	4767	34082	2752	1770	1079	943	1130	998	3092	2115	441	1029	1867	4095	2588	1466	2654	1454	639	2539	2629	1946	579	101	1896	201	42	517	536	677	2570	3352	786	1858	1400	1135	4125	256
Streptococcus pr_cl_2495	740	710	229	1207	4514	542	2489	709	1044	5138	3399	1607	249	4060	573	2573	1873	301	261	858	4123	524	2778	1803	2703	851	2753	1870	6057	868	195	28	124	149	256	241	259	1860	3424	1307	281	1913	3889	1031	266
Streptococcus pr_cl_2497	766	616	89	2585	4989	526	2363	543	735	7676	3862	4538	473	4114	32092	4231	1822	202	311	2054	946	467	15128	1515	3019	3303	14268	512	5480	426	99	2	114	132	171	189	289	276	1508	999	277	1685	2199	976	555
Streptococcus pr_cl_2494	774	970	143	1205	6621	602	85363	441	892	5191	4017	3287	323	3750	598	2482	1739	278	171	1199	1135	657	2902	1610	5305	448	2709	1074	6599	520	211	15	111	141	275	71020	806	427	1826	1274	211	1998	5289	1274	640
Streptococcus pr_cl_2489	792	113	106	614	445	211	1145	67	70	106	748	4956	1064	125	1137	2572	3998	822	766	827	5304	1477	146	5388	2920	2045	1256	8856	485	1668	30	5	102	37	1608	94	9	1486	12528	575	50	475	1041	1006	132
Streptococcus pr_cl_2441	898	493	800	1066	988	790	1278	1522	3674	1302	1819	1299	576	466	566	1894	2349	302	1043	617	1096	3410	591	1194	553	417	3100	3356	1202	171	54	63	50	43	99	222	254	882	5119	620	1761	549	400	2157	226
Streptococcus pr_cl_2436	1036	641	765	900	716	670	1056	900	2681	1040	1563	1038	449	616	452	2239	2228	311	852	649	1139	2319	654	1194	540	352	2906	3498	1294	286	61	40	67	65	140	247	214	741	2086	598	1216	741	540	1614	224
Streptococcus pr_cl_2194	1093	404	95	24888	3434	147	1010	155	381	813	2659	2504	17721	672	843	40876	1773	879	1849	5220	1360	1096	3056	6227	21540	3315	9048	1690	3102	412	292	147	315	249	317	3051	4128	904	20558	361	32064	5173	185	4205	37
Streptococcus pr_cl_2442	1106	684	1148	1407	1039	1306	2147	1191	6622	1470	1617	1732	951	744	741	2596	3966	343	1038	985	1286	3963	932	1662	715	833	4203	4711	1631	244	67	78	105	54	187	387	248	1436	2545	769	2113	679	570	2468	331
Streptococcus pr_cl_2491	1118	1466	1721	1771	4545	6087	2410	2511	949	6434	7447	15762	455	4318	984	6895	6520	4844	384	1332	12721	2610	2861	8324	3245	2412	5711	13409	8835	4482	1102	7	206	274	1046	229	273	10114	15049	2471	711	5328	9573	4845	1208
Streptococcus pr_cl_2439	1207	181	501	407	687	703	783	2052	2467	620	816	525	385	378	255	1206	1342	208	648	456	427	1453	363	902	335	203	2389	1062	780	135	25	20	82	5	57	260	145	521	1578	677	546	300	419	856	106
Streptococcus pr_cl_2195	1213	2193	142	7795	3819	209	631	590	874	909	1742	4854	22425	996	2088	42167	2295	2189	6593	25956	1876	4262	20172	4412	10490	3902	9628	2309	13836	652	32	348	313	305	1441	3466	1228	932	3470	1078	4736	5677	1367	76129	108
Streptococcus pr_cl_2171	1237	987	1764	1759	4049	891	2036	838	13552	2826	17446	4447	13572	6366	3352	18898	4601	407	7562	4056	2162	760	3408	2375	30315	2043	7190	6044	8081	392	196	7239	1487	135	2073	678	5661	1536	3179	1650	783	18680	6432	1019	105
Streptococcus pr_cl_2440	1796	854	2047	1613	1315	1472	2329	2092	8630	2320	2466	2364	1446	941	802	3058	5675	474	1597	1251	1970	6818	1407	2427	1299	774	6306	5176	2023	406	81	215	108	92	220	547	374	2065	6393	837	2654	1217	835	3124	411
Streptococcus pr_cl_2395	2515	2398	2965	6503	4635	12402	5027	2775	2536	7535	6118	737	2602	5963	3518	32337	2528	291	9265	4946	906	2313	2846	2491	2047	2802	36613	661	5293	560	444	116	103	2987	1100	1084	272	737	977	1116	30713	3286	1106	6904	1869
Streptococcus pr_cl_2480	2622	222	867	3248	5159	3536	1275	608	509	2636	3675	27754	9542	1200	967	751	5528	5876	815	599	6560	347	4506	696	3008	226	8491	6234	349	3841	36	1755	329	13	752	1823	4192	722	440	1024	4755	204	301	3328	42
Streptococcus pr_cl_2414	2728	33295	23538	6405	8726	6360	20828	24185	275198	17414	8168	4774	3756	9391	4542	12514	7055	1142	5767	10977	11795	8775	6723	9390	7633	2261	12383	8883	7604	2287	650	16943	1019	330	1937	3011	3009	7670	15682	3308	6822	6115	4340	15321	1356
Streptococcus pr_cl_2463	2776	8241	22134	31609	6880	9950	31170	50013	56948	68462	6240	7045	8895	11877	2729	3222	19427	877	2204	4958	17034	48511	4826	32490	8163	6333	8193	7237	7193	939	10642	10509	775	348	6786	13219	1660	101533	13823	2541	12437	2234	5387	18708	2283
Streptococcus pr_cl_2199	2809	6762	668	6614	3407	1121	2207	495	640	1365	1057	5123	3821	2482	817	9629	1979	5044	1569	7693	3760	6691	3561	3877	8904	2092	7686	3914	3410	919	340	186	160	110	9935	1122	5085	3346	16381	835	2021	2029	4082	12497	507
Streptococcus pr_cl_2488	3350	2975	10642	44163	8948	32073	8088	6902	3158	8573	32454	2465869	8100	3910	5536	167268	256220	288586	4464	86404	869210	571621	5170	597853	6772	399876	129916	2024112	35334	50334	3724	186	2272	242	37883	3079	3508	366532	2685985	31993	4774	51405	14123	44063	6116
Streptococcus pr_cl_2407	3731	16223	2727	7190	3169	3329	4655	1545	16434	6794	8896	30609	5525	2288	7704	33493	13757	3488	3631	13707	15807	14145	10721	13364	8943	3250	30229	25986	12325	6786	644	1818	764	222	1078	993	10084	4368	63699	4426	6075	14617	8833	11378	348
Streptococcus pr_cl_2408	3861	22845	3130	7799	4285	1488	7977	2519	31412	8581	11216	5508	7131	2707	9919	27217	11092	1928	4145	14580	4705	5502	11118	5682	12205	2763	23863	10365	10138	3215	103	2093	922	241	860	2230	7955	1667	12318	3879	3916	14976	4738	7901	409
Streptococcus pr_cl_2236	20276	1025	1807	464	501	468	515	404	1060	1064	613	2784	423	1321	235	892	910	56	917	735	501	1129	576	828	675	208	3249	1278	1273	151	16	6	32	48	35	94	215	242	738	395	2367	407	451	1235	56
Streptococcus pr_cl_2493	61909	92043	9565	328556	361174	59817	225645	71265	50911	478664	259844	102024	264593	320871	48961	190215	123634	16555	428253	76406	84847	12572	202953	127169	261040	30418	218806	85691	890556	41328	79473	241	8700	14395	18636	22669	21717	18679	44755	97057	24639	140466	346343	74141	28328
Streptococcus pr_cl_2483	80234	133918	312944	8788	139163	11831	183128	39106	1513502	174278	133999	59288	14693	16161	22845	51430	23467	2172	36084	138980	407981	9657	34708	83532	90428	12170	12823	16667	109822	11800	9357	3057	5980	485	120215	41621	32041	80304	34112	6981	28414	78981	121996	28514	3284
Leptospira_B pr_cl_2151	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RGIG6909 pr_cl_1020	1	0	0	4	169	12	2	0	0	0	17	3813	109	0	48	100	1132	13501	0	203	867	13075	92	2718	0	24	2	26	0	1	0	0	0	29	0	20	2	12794	11021	10	0	0	0	0	0
JAFGXN01 pr_cl_1021	10	0	101	2	0	20	0	0	0	0	1	715	617	63	55	157	732	6332	0	83	69	31217	233	973	0	92	273	3	0	7	0	0	0	4	254	200	165	22111	19992	103	0	0	0	0	2
UBA9732 pr_cl_1017	241	269	237	3136	15842	3	25	2	4	10	4583	15434	7259	2	13	30256	11106	88046	7	51	158901	1102	872	32131	216	3140	122	27	24	143	40	0	6	181	5581	56	38	27268	115848	451	34	14181	3	13	8
GCA-2749205 pr_cl_1057	56	0	12	496	13	13	40	4	6	15	18	297	102	6	6	257	275	296	49	120	145	494	31	264	65	15	173	100	27	13	3	0	30	6	21	15	1	419	1118	17	83	30	4	103	40
Treponema_C pr_cl_1040	615	13	32	8259	291	857	435	383	101	67	493	10437	2595	5	158	13481	15093	9301	772	3329	7741	6172	600	4658	1239	489	6886	3997	118	1602	18	0	105	82	1398	244	2	4813	28607	615	1120	1509	20	1342	455
Treponema_C pr_cl_1033	698	153	1367	2359	1377	132	279	32	169	2142	286	3019	1991	940	621	5307	5076	40142	3584	5890	2760	31976	2356	6508	863	276	9588	1673	490	631	4	1	57	77	164	1462	360	64840	240081	229	323	380	22	3537	1502
Treponema_C pr_cl_1036	1252	157	84	2580	230	53	0	21	2	14	189	2160	774	46	94	373	645	6570	685	1021	245	18402	182	1275	192	75	3528	201	36	23	0	0	13	45	126	192	37	14220	31019	50	4	389	21	169	60
Treponema_C pr_cl_1035	1385	332	86	3154	288	80	5	13	3	6	191	2015	758	23	76	393	937	7318	487	810	722	17090	166	1405	199	124	3350	252	53	21	0	0	12	51	215	221	51	15443	26897	56	7	523	12	179	27
Treponema_C pr_cl_1037	1880	2101	66	4947	474	233	158645	442	6505	773	202	1453	457	23	129	1877	1920	4427	327	1989	1470	4653	456	1229	12769	158	4217	702	283	407	58	9	142	21	370	157	15	2642	8878	134	1341	279	56	18170	1717
Treponema_C pr_cl_1038	8874	647	336	27935	1741	4050	9010	1485	486	669	1936	35483	6004	130	644	27350	80313	37312	3266	11953	44010	103340	2161	28955	17550	2220	42417	30828	996	5796	141	119	394	237	21161	1291	37	35500	185855	1157	5093	3351	132	25500	5381
Treponema_C pr_cl_1034	10015	1104	474	21340	1889	390	1286	63	56	43	1696	10380	4089	132	364	3338	5260	47701	2767	5525	2720	84519	1058	6508	1322	586	19363	1727	289	371	7	0	129	203	1511	959	161	101008	138498	486	391	3024	165	1474	210
Treponema_C pr_cl_1039	20638	276	1594	483906	5684	204335	95154	59174	21014	7697	64732	642976	92165	526	6224	589823	880027	305955	29345	91329	544001	345270	17398	528771	33934	43156	424525	385188	18568	320251	778	62	8652	3480	137537	6332	99	130580	755541	36120	128800	98474	1191	133160	117205
Treponema_B pr_cl_1070	1	0	8	3	1	1	0	2	1	0	0	55	98	33	26	106	36	458	418	543	0	3501	254	88	12	3	2157	6	21	11	0	0	0	4	1	52	25	99	312	55	0	2	0	11	4
Treponema_B pr_cl_1061	1	0	173	4	425	0	0	0	0	6	3	466	470	76	80	280	294	6381	42	386	96	9287	248	375	29	0	1820	95	72	0	0	0	0	2	5	55	47	11850	32302	0	0	9	0	11	16
Treponema_B pr_cl_1059	2	0	9	2	12	0	0	0	4	19	180	10	73	22	25	85	24	783	1165	433	13	898	23	93	497	9	915	21	25	0	0	0	0	31	85	49	4	423	755	30	0	5	0	174	27
Treponema_B pr_cl_1068	4	0	70	1347	110	21	0	5	0	0	2	15	72	1	21	1039	68	1079	1271	428	102	1063	60	255	491	8	559	14	8	14	0	0	19	14	48	48	13	5758	12659	45	4	75	0	84	74
Treponema_B pr_cl_1071	5	9	36	3	33	2	0	2	0	24	0	25	118	19	10	279	59	555	864	576	36	1174	136	21	1348	2	2344	4	16	14	0	0	2	27	60	100	29	53	63	0	1	0	0	0	12
Treponema_B pr_cl_1069	7	409	196	7	5	10	0	0	0	0	457	215	444	11	9	381	116	21481	52	267	2	4645	248	460	24	59	1412	1	7	24	0	0	0	24	0	206	48	50540	118822	3	2	3	0	62	19
Treponema_B pr_cl_1060	16	0	36	12	75	2	31	0	0	11	56	57	129	18	9	142	53	1333	327	214	25	1580	38	105	121	3	634	26	21	2	0	0	1	12	29	25	7	2274	5003	2	7	18	2	51	9
Treponema_B pr_cl_1078	57	0	2	542	18	81	166	21	14	24	72	374	62	12	21	145	275	525	61	243	54	1410	50	173	117	10	383	129	53	86	28	0	10	9	102	9	0	403	1116	21	113	104	7	1851	62
Treponema_B pr_cl_1079	66	4	3	4569	18	33	30	10	0	2	11	269	34	1	4	48	143	487	18	60	36	1817	8	125	130	7	240	52	0	0	0	0	1	2	122	7	0	537	1608	3	71	14	4	138	26
