Bin	Base	mean_damage	Study	primary_cluster	SampleID	library_treatment	library_polymerase
ERS11702729.bin.r.3	3	0.00487254901960784	Velsko2022	1187	ERS11702729	Half	PfuTurbo Cx Hotstart DNA
ERS11702729.bin.r.3	4	0.00343137254901961	Velsko2022	1187	ERS11702729	Half	PfuTurbo Cx Hotstart DNA
ERS11702729.bin.r.3	5	0.00287254901960784	Velsko2022	1187	ERS11702729	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	0	0.0271953488372093	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	1	0.00381240310077519	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	2	0.0029922480620155	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	3	0.00296279069767442	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	4	0.00281860465116279	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702731.bin.r.1	5	0.00186511627906977	Velsko2022	1187	ERS11702731	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	0	0.0216206322795341	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	1	0.00459567387687188	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	2	0.00257237936772047	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	3	0.00317637271214642	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	4	0.0019567387687188	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702732.bin.r.6	5	0.0015973377703827	Velsko2022	1187	ERS11702732	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	0	0.013801094890511	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	1	0.0016514598540146	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	2	0.00122262773722628	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	3	0.0011514598540146	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	4	0.000673357664233577	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702739.bin.r.1	5	0.000916058394160584	Velsko2022	1188	ERS11702739	Half	PfuTurbo Cx Hotstart DNA
ERS11702742.bin.r.1	0	0.0221157407407407	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
ERS11702742.bin.r.1	1	0.00483333333333333	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
