Bin	Base	mean_damage	Study	primary_cluster	SampleID	library_treatment	library_polymerase
ERS11702742.bin.r.1	2	0.00263888888888889	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
ERS11702742.bin.r.1	3	0.00315740740740741	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
ERS11702742.bin.r.1	4	0.0024537037037037	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
ERS11702742.bin.r.1	5	0.00234722222222222	Velsko2022	1188	ERS11702742	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	0	0.0210904522613065	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	1	0.00490954773869347	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	2	0.00191457286432161	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	3	0.00303015075376884	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	4	0.00231155778894472	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702746.bin.r.1	5	0.00290452261306533	Velsko2022	1188	ERS11702746	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	0	0.0207113043478261	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	1	0.00333739130434783	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	2	0.00222782608695652	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	3	0.00318086956521739	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	4	0.00233565217391304	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702747.bin.r.1	5	0.00212347826086957	Velsko2022	1188	ERS11702747	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	0	0.0145605700712589	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	1	0.00286223277909739	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	2	0.00161995249406176	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	3	0.0017624703087886	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	4	0.00131591448931116	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702748.bin.r.1	5	0.00138242280285036	Velsko2022	1188	ERS11702748	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	0	0.0235047619047619	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	1	0.00384761904761905	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	2	0.00215238095238095	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	3	0.00240952380952381	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	4	0.00182857142857143	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702749.bin.r.3	5	0.0015047619047619	Velsko2022	1188	ERS11702749	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	0	0.0253566878980892	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	1	0.00826114649681529	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	2	0.0034140127388535	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	3	0.00378343949044586	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	4	0.00389808917197452	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702750.bin.r.1	5	0.00304458598726115	Velsko2022	1188	ERS11702750	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	0	0.0205328467153285	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	1	0.00891970802919708	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	2	0.00597810218978102	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	3	0.00578832116788321	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	4	0.00604379562043796	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702751.bin.r.4	5	0.00509489051094891	Velsko2022	1188	ERS11702751	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	0	0.0151043194784026	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	1	0.00484596577017115	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	2	0.00276935615321923	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	3	0.00329421352893236	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	4	0.00161939690301549	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702752_24.0.refbinned	5	0.00132355338223309	Velsko2022	1187	ERS11702752	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	0	0.0348805460750853	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	1	0.0044641638225256	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	2	0.00214675767918089	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	3	0.00339931740614334	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	4	0.00245733788395904	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702754.bin.r.1	5	0.00243003412969283	Velsko2022	1188	ERS11702754	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	0	0.0334820717131474	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	1	0.00317131474103586	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	2	0.00213545816733068	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	3	0.00203585657370518	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	4	0.00222310756972112	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702757.bin.r.1	5	0.00142231075697211	Velsko2022	1188	ERS11702757	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	0	0.0291772151898734	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	1	0.00263291139240506	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	2	0.00119409282700422	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	3	0.00128270042194093	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	4	0.000932489451476793	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702758.bin.r.1	5	0.000763713080168776	Velsko2022	1188	ERS11702758	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	0	0.047112	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	1	0.0031472	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	2	0.0019376	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	3	0.0018256	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	4	0.0011072	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702760.bin.r.1	5	0.00084	Velsko2022	1188	ERS11702760	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	0	0.0582721518987342	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	1	0.00358227848101266	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	2	0.00201898734177215	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	3	0.00168354430379747	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	4	0.00151898734177215	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702762.bin.r.4	5	0.00139240506329114	Velsko2022	1188	ERS11702762	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	0	0.0534818181818182	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	1	0.00730909090909091	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	2	0.00392727272727273	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	3	0.00461818181818182	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	4	0.0032	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702763.bin.r.1	5	0.00393636363636364	Velsko2022	1188	ERS11702763	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	0	0.0312390317700454	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	1	0.00329349470499244	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	2	0.00221331316187595	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	3	0.00168532526475038	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	4	0.0016142208774584	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702764.bin.r.1	5	0.00136157337367625	Velsko2022	1187	ERS11702764	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	0	0.0726679841897233	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	1	0.00429841897233202	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	2	0.00185770750988142	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	3	0.00201778656126482	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	4	0.0021699604743083	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702765.bin.r.3	5	0.00163241106719368	Velsko2022	1188	ERS11702765	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	0	0.0199710884353742	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	1	0.00513095238095238	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	2	0.00295578231292517	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	3	0.00416326530612245	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	4	0.00345578231292517	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702766.bin.r.2	5	0.00279761904761905	Velsko2022	1188	ERS11702766	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	0	0.022780701754386	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	1	0.00326315789473684	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	2	0.00156140350877193	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	3	0.00203508771929825	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	4	0.00180701754385965	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702767.bin.r.4	5	0.00166666666666667	Velsko2022	1188	ERS11702767	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	0	0.0308227848101266	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	1	0.00237658227848101	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	2	0.00149683544303797	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	3	0.00206645569620253	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	4	0.00187974683544304	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702769.bin.r.5	5	0.00102215189873418	Velsko2022	1188	ERS11702769	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	0	0.0192435897435897	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	1	0.00466025641025641	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	2	0.00255128205128205	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	3	0.00323076923076923	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	4	0.00285897435897436	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702770.bin.r.1	5	0.00253846153846154	Velsko2022	1188	ERS11702770	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	0	0.0119311740890688	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	1	0.00276113360323887	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	2	0.00273441295546559	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	3	0.00267692307692308	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	4	0.00178785425101215	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702771_24.0.refbinned	5	0.0022412955465587	Velsko2022	1187	ERS11702771	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	0	0.0230068728522337	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	1	0.00398969072164948	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	2	0.00189003436426117	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	3	0.00273883161512028	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	4	0.00218900343642612	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702772.bin.r.1	5	0.00189347079037801	Velsko2022	1188	ERS11702772	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	0	0.0213150684931507	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	1	0.00282191780821918	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	2	0.00228767123287671	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	3	0.00250684931506849	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	4	0.00267945205479452	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702774.bin.r.9	5	0.00255342465753425	Velsko2022	1188	ERS11702774	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	0	0.0262094594594595	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	1	0.00363851351351351	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	2	0.00186824324324324	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	3	0.00214527027027027	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	4	0.00147297297297297	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.1	5	0.00172972972972973	Velsko2022	1188	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	0	0.0173452380952381	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	1	0.00200793650793651	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	2	0.00109920634920635	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	3	0.00188690476190476	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	4	0.00053968253968254	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702775.bin.r.7	5	0.000555555555555556	Velsko2022	1187	ERS11702775	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	0	0.0220835913312694	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	1	0.00275232198142415	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	2	0.00206501547987616	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	3	0.00194736842105263	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	4	0.00186377708978328	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702776.bin.r.3	5	0.0015015479876161	Velsko2022	1187	ERS11702776	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	0	0.0246796116504854	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	1	0.00145145631067961	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	2	0.00101941747572816	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	3	0.00150970873786408	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	4	0.000951456310679612	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702777.bin.r.1	5	0.000893203883495146	Velsko2022	1188	ERS11702777	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	0	0.0184777777777778	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	1	0.00368611111111111	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	2	0.00259166666666667	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	3	0.00257222222222222	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	4	0.00305555555555556	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702779.bin.r.1	5	0.00196944444444444	Velsko2022	1188	ERS11702779	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	0	0.0302241379310345	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	1	0.00424137931034483	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	2	0.0024051724137931	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	3	0.00237068965517241	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	4	0.00253448275862069	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.7	5	0.002125	Velsko2022	1187	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	0	0.0286977886977887	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	1	0.00193366093366093	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	2	0.000992628992628993	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	3	0.00104422604422604	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	4	0.00105896805896806	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702780.bin.r.9	5	0.000727272727272727	Velsko2022	1188	ERS11702780	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	0	0.0471731843575419	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	1	0.00378212290502793	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	2	0.00258659217877095	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	3	0.00227374301675978	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	4	0.00279888268156425	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702781.bin.r.4	5	0.00200558659217877	Velsko2022	1188	ERS11702781	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	0	0.0326121842496285	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	1	0.00287369985141159	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	2	0.00174591381872214	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	3	0.00170876671619614	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	4	0.00102377414561664	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702782.bin.r.2	5	0.000952451708766716	Velsko2022	1188	ERS11702782	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	0	0.0189495412844037	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	1	0.00190137614678899	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	2	0.00153440366972477	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	3	0.00117660550458716	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	4	0.00100917431192661	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702783.bin.r.6	5	0.00100688073394495	Velsko2022	1188	ERS11702783	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	0	0.0132218370883882	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	1	0.00299653379549393	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	2	0.00208838821490468	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	3	0.00215424610051993	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	4	0.00184575389948007	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702787.bin.r.4	5	0.00205892547660312	Velsko2022	1188	ERS11702787	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	0	0.0272529411764706	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	1	0.00232058823529412	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	2	0.00134705882352941	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	3	0.00147647058823529	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	4	0.00115294117647059	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702789.bin.r.3	5	0.000894117647058824	Velsko2022	1188	ERS11702789	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	0	0.0193783783783784	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	1	0.00205945945945946	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	2	0.00124864864864865	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	3	0.00133783783783784	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	4	0.00117027027027027	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702790.bin.r.2	5	0.00105135135135135	Velsko2022	1188	ERS11702790	Half	PfuTurbo Cx Hotstart DNA
ERS11702792.bin.r.4	0	0.0438256	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
ERS11702792.bin.r.4	1	0.004424	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
ERS11702792.bin.r.4	2	0.003184	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
ERS11702792.bin.r.4	3	0.0022832	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
